Price,Close,Close,High,Low,Open,Volume
Ticker,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE
Date,,,,,,
1979-06-29,1614.2901611328125,1618.4000244140625,1619.800048828125,1614.699951171875,1614.699951171875,0
1979-07-03,1598.729736328125,1602.800048828125,1613.5999755859375,1601.699951171875,1613.5999755859375,0
1979-07-04,1587.358642578125,1591.4000244140625,1601.5,1589.5,1601.5,0
1979-07-05,1579.877685546875,1583.9000244140625,1590.0,1582.5,1590.0,0
1979-07-06,1582.57080078125,1586.5999755859375,1586.5999755859375,1578.300048828125,1583.9000244140625,0
1979-07-09,1582.271728515625,1586.300048828125,1588.5,1585.5,1586.5999755859375,0
1979-07-10,1576.18701171875,1580.199951171875,1584.9000244140625,1579.0,1584.9000244140625,0
1979-07-11,1559.230224609375,1563.199951171875,1576.800048828125,1560.9000244140625,1576.800048828125,0
1979-07-12,1529.80517578125,1533.699951171875,1561.5,1533.199951171875,1561.5,0
1979-07-13,1533.4957275390625,1537.4000244140625,1538.0999755859375,1520.5999755859375,1533.699951171875,0
1979-07-16,1547.65966796875,1551.5999755859375,1551.699951171875,1539.800048828125,1539.800048828125,0
1979-07-17,1556.936279296875,1560.9000244140625,1563.0999755859375,1554.5999755859375,1554.5999755859375,0
1979-07-18,1546.8619384765625,1550.800048828125,1557.0999755859375,1547.300048828125,1557.0999755859375,0
1979-07-19,1548.457763671875,1552.4000244140625,1554.300048828125,1548.300048828125,1550.800048828125,0
1979-07-20,1553.5447998046875,1557.5,1557.5,1550.5999755859375,1552.4000244140625,0
1979-07-23,1542.073974609375,1546.0,1553.0999755859375,1544.4000244140625,1553.0999755859375,0
1979-07-24,1543.1710205078125,1547.0999755859375,1549.5,1545.4000244140625,1546.0,0
1979-07-25,1552.8465576171875,1556.800048828125,1557.199951171875,1548.4000244140625,1548.4000244140625,0
1979-07-26,1566.0130615234375,1570.0,1570.0,1557.4000244140625,1557.4000244140625,0
1979-07-27,1573.99267578125,1578.0,1578.0,1572.199951171875,1572.199951171875,0
1979-07-30,1564.117919921875,1568.0999755859375,1575.699951171875,1568.0999755859375,1575.699951171875,0
1979-07-31,1554.143310546875,1558.0999755859375,1564.5999755859375,1558.0999755859375,1564.5999755859375,0
1979-08-01,1554.143310546875,1558.0999755859375,1558.5,1554.0,1558.0999755859375,0
1979-08-02,1556.936279296875,1560.9000244140625,1563.9000244140625,1560.300048828125,1560.300048828125,0
1979-08-03,1553.8441162109375,1557.800048828125,1561.5,1556.800048828125,1560.9000244140625,0
1979-08-07,1551.9488525390625,1555.9000244140625,1559.5,1555.199951171875,1557.800048828125,0
1979-08-08,1561.225341796875,1565.199951171875,1567.0999755859375,1553.0999755859375,1555.9000244140625,0
1979-08-09,1562.52197265625,1566.5,1571.4000244140625,1564.5,1565.199951171875,0
1979-08-10,1571.000244140625,1575.0,1576.0,1567.9000244140625,1567.9000244140625,0
1979-08-13,1578.0821533203125,1582.0999755859375,1582.0999755859375,1575.5,1575.5,0
1979-08-14,1580.2767333984375,1584.300048828125,1584.699951171875,1578.699951171875,1582.0999755859375,0
1979-08-15,1596.6351318359375,1600.699951171875,1600.699951171875,1587.0999755859375,1587.0999755859375,0
